440317,"[32942, 106596]"
622998,[4844]
5221,"[23595, 72403, 85050, 98710]"
641115,"[2640, 5834, 5969, 9179, 18428, 20933, 50863, 100605]"
273884,"[9771, 33078, 51074, 92542, 105274]"
647435,[92199]
469327,[106198]
535380,"[35739, 84710, 94586, 97100]"
483205,"[937, 3642, 4364, 9058, 9218, 32116, 60870, 64699, 74692, 75139, 78077, 79266, 81003, 82516, 89144, 101744, 103026, 107811]"
691348,[106507]
38531,[]
483675,"[28659, 50707, 99296]"
316853,"[40332, 48199, 55692, 61027, 71151, 98232]"
103339,"[58823, 89430]"
88010,"[33099, 54823, 60511, 63574, 64013, 92116, 102993]"
360636,[16539]
679427,"[53936, 64432, 94445]"
675131,"[10234, 11593, 14522, 23625, 44400, 59136, 65290, 75129, 82547, 87074, 88374, 88476, 93567, 95065]"
483460,"[29626, 34239, 37267, 43663, 88756, 89831]"
407510,"[3499, 11233, 47519, 76164]"
409679,"[49627, 75238, 100221]"
511094,"[27980, 62297, 78096, 95795]"
645589,"[21447, 59433, 65606, 93233]"
667448,"[5338, 20701, 35945, 62785, 68806, 76361, 79873, 92097, 96259, 110060]"
146169,[17589]
383981,"[32123, 54779, 70352]"
228864,[111338]
648240,"[72273, 85266]"
282368,[5351]
370904,"[46007, 49801, 56193]"
50507,"[31680, 72532, 94942]"
627767,"[5727, 19638, 21092, 26812, 26920, 33615, 35344, 35868, 39629, 52071, 57086, 72447, 78095, 79820, 89515, 90274, 94069, 95942, 105843, 106406]"
101985,[]
318225,"[18698, 51932, 57333, 62485, 72245, 78066, 80723, 109747]"
388900,[64396]
553672,"[30489, 38230, 48315, 66651, 92785]"
236864,"[13353, 14680, 33237, 45520, 54163, 57659, 64040, 69624, 73556, 92731, 99742]"
430473,"[9506, 52592]"
300978,[23949]
648111,"[9092, 61590, 88055, 108677, 109108]"
318215,"[62, 21625, 26343, 38158, 50926, 53577, 57125, 62578, 65013, 80837, 95192, 107879]"
291397,"[18058, 32111, 36034, 54569, 77071, 110710]"
32002,[17167]
81005,"[18524, 21419, 47111, 58522, 84335, 103615]"
300669,[41216]
680208,"[11619, 13724, 19191, 29356, 33461, 35840, 36997, 38569, 56891, 64428, 73531, 91051, 107871]"
641049,"[54137, 58283, 101947]"
477269,[]
497176,"[68, 41488, 42769, 61608, 82078]"
156102,[]
57296,"[20357, 41751, 50369, 51124, 56337, 62108, 71921, 73737]"
490534,"[65, 67617]"
247525,[]
145608,[]
348862,"[51990, 99222]"
546900,"[47928, 56826, 78163, 87628]"
136287,"[2648, 16639, 90380, 108942]"
475459,"[16358, 20603, 25323, 71067]"
46499,[]
409501,"[8822, 9234, 51921, 61881, 96527, 96853]"
559777,"[25602, 35130]"
430339,"[67264, 98050]"
693217,"[10840, 41842]"
692861,"[71876, 86647]"
626067,"[3822, 3875, 17394, 20697, 22021, 57948, 67854, 68771, 71776, 80465, 81360, 88241, 94825, 101029, 108082, 109695]"
407549,"[22837, 57700, 80650, 101270]"
74415,[]
269240,"[34072, 51858, 63130, 71547]"
108776,"[3089, 22136, 57331, 57400, 64854, 77706, 109005]"
318530,"[21418, 110291]"
318236,"[4605, 17873, 51548, 57076, 70386, 77040, 86134, 99252]"
693200,[68229]
146775,[]
477611,[103055]
141787,"[1478, 44380, 51458, 52202, 71934, 81154, 82245, 95654]"
443513,"[49723, 89112]"
325893,"[19151, 91696, 107583]"
406549,"[3486, 8152, 18394, 28630, 30834, 31221, 33709, 38664, 48380, 57303, 62431, 76440, 80527, 82778, 93577, 94347, 96355, 97336, 102841, 104727, 109555, 110486]"
337936,[]
371588,"[30848, 56142, 84918, 108959]"
650598,"[20395, 20741, 38138, 66998, 70013]"
692619,"[1598, 43236, 73005]"
25621,[85562]
122160,[47507]
161603,[]
74333,[]
349827,"[34736, 37404, 104108, 106375]"
23694,"[21381, 32578, 66610]"
382474,"[13207, 19693, 45031, 72613, 72928, 74091]"
167935,"[9255, 27182, 28813, 36698, 46048, 63921, 68719, 81123, 103381]"
434421,"[5019, 7157, 10280, 17516, 19841, 36923, 66415]"
186619,[47032]
25780,[63222]
252926,"[7718, 9962, 10587, 11749, 13056, 20147, 24293, 32982, 38669, 45403, 62979, 64698, 65985, 66747, 79247, 79462, 81238, 83621, 83811, 84014, 88359, 91018, 91387, 97921, 106781, 108183]"
407526,"[48650, 70481, 78285]"
564639,[]
290772,"[5154, 7577, 54717]"
300184,[62172]
284797,"[16402, 28528, 80813]"
301567,[35672]
557355,[]
121457,[]
445930,"[66544, 103728]"
13956,"[15727, 25328, 38303]"
343944,"[10782, 15080, 18287, 81545, 84053, 94406]"
653945,"[7293, 14516, 59266, 75671]"
197111,"[2087, 8923]"
39251,"[10444, 21528, 24748]"
477165,"[27721, 57218]"
440046,"[5984, 34891, 56240, 101452, 109502]"
484445,"[6351, 46530, 66419]"
540780,"[21468, 29967, 76753]"
291088,"[32064, 65729]"
534143,[]
318833,"[9139, 26564, 45884, 88225]"
476820,"[44537, 99882, 110295]"
101712,[]
337792,[]
206563,[1646]
378405,"[836, 69061, 107445]"
338146,"[54907, 92963, 102115, 108415]"
441319,[]
10223,"[10801, 25607, 33658, 72879, 86797, 91922]"
209475,"[1649, 100878]"
382767,"[3598, 14650, 19592, 33103, 48330, 50334, 56541, 58881, 63737, 68900, 75350, 84424, 88733, 90372, 95432, 98746]"
393047,[66500]
210773,"[23295, 24900, 50254, 50641, 76699, 76801, 89104, 101546, 103199]"
58001,"[10272, 33143, 35884, 98837]"
548733,"[64726, 82329]"
131540,"[78357, 90884, 91177]"
648329,[37762]
542186,"[19204, 45168, 51787, 85734]"
648272,"[22293, 23199, 34842, 52514, 83925, 107364]"
80472,"[46632, 82997]"
427006,"[3824, 6162, 16311, 22247, 25914, 28547, 34822, 85389, 86180, 86733, 89453, 92771, 98248]"
648691,"[5771, 16181, 102172]"
194226,"[16324, 55969, 81906]"
379811,"[22472, 48173]"
220452,[]
554374,"[17485, 46012, 60694, 70626, 77917, 108143]"
482575,"[4792, 104376]"
423088,"[11509, 17704, 19255, 19692, 21519, 43765, 50537, 58221, 61898, 69900, 90662, 93313, 99480, 108171, 111062]"
512544,"[27538, 40893, 41049]"
540370,"[86788, 101927]"
659872,"[8761, 27207, 106340, 107493, 109852]"
541249,"[15258, 33510, 93844]"
153080,"[26543, 66291]"
72572,"[15833, 17023, 48729, 79881, 94636]"
86014,[91282]
349530,"[4213, 52078, 55209, 65520, 83163, 105469]"
326132,"[4295, 14128, 16218, 18384, 26382, 28485, 29103, 38077, 38629, 39353, 39754, 45797, 45891, 50192, 53108, 59459, 60003, 71255, 71924, 79667, 81568, 85905, 86309, 93665, 100276]"
554520,[]
181667,[83048]
233469,[]
522263,"[2342, 4427, 5381, 16501, 29805, 33054, 64454, 69950, 78064, 78953, 79358, 83394, 92165, 100984, 101326, 109670]"
38086,"[71134, 86375, 88770, 95894]"
337745,[]
445310,"[1545, 29634, 37352, 44382, 48337, 64768, 82861, 106221, 108667, 110401]"
445025,"[29946, 35737, 90163, 92964, 100737]"
657556,[]
337736,[]
483024,"[9714, 24158, 27448, 76288]"
693220,"[19494, 19952, 30544, 90384, 106866]"
541720,"[35111, 94530, 110995]"
400653,"[25841, 58291, 63214, 108624]"
512057,[51805]
291504,[55532]
123633,"[38895, 98219]"
402401,[]
510407,"[52588, 92500]"
400660,[]
120928,[]
337823,[]
80726,"[23917, 97403]"
563972,"[31598, 54164, 108407]"
648730,"[46766, 47071, 79681, 91237, 93646]"
393365,"[5080, 37353, 37383]"
520844,"[79383, 105204]"
683986,[]
556407,"[32613, 61297, 62002, 74779, 93840]"
511781,"[40008, 100580]"
32162,"[24411, 64651, 74526, 86732]"
522714,"[38075, 38522, 58255, 77791, 92561, 105251]"
206856,"[10087, 35916, 43562, 45759, 101979]"
253293,"[30993, 44302, 52496, 52881, 81459, 92419, 103513]"
173375,"[739, 14875, 35852, 94766]"
349715,[]
499720,"[36191, 60231]"
38988,"[26718, 87791, 103678]"
665878,[105725]
682954,[21167]
445063,"[4116, 15237, 16939, 63592, 90774, 102085, 109403]"
433321,[80267]
563048,"[638, 9235, 12881, 17825, 25541, 39389, 39479, 40175, 45978, 92520]"
656771,"[18772, 36960, 74663, 110760]"
402066,"[10104, 63858]"
331508,[4276]
655973,[]
442506,"[5288, 17586, 18937, 24526, 31258, 36227, 48907, 49350, 54809, 55563, 56650, 60159, 67235, 70588, 72123, 72357, 74227, 85922, 87524, 102432]"
8779,"[27611, 54444, 61470, 85169]"
212461,[7557]
424102,"[9674, 25327, 41671, 51375, 57154, 58872, 83026]"
275979,"[1027, 1190, 1602, 18142, 21766, 30785, 32945, 44287, 54904, 55941, 66788, 72663, 97760, 97892, 99262, 104610, 108129]"
648448,"[15789, 21356, 34061]"
406545,"[49839, 68887]"
504456,"[1700, 4195, 28410, 47783, 49927, 54440, 55379, 65039, 90255]"
645729,[]
647952,"[44518, 105819]"
251668,[72337]
679846,"[316, 4733, 16277, 52418, 53237, 69518, 109834]"
524738,"[67147, 108737]"
163545,"[36073, 39126, 48724, 91186]"
521153,"[49638, 64845, 72048, 77005, 82765, 107066]"
337868,[]
524756,"[26653, 28943, 40508]"
102295,"[18560, 25303, 85892]"
71838,"[61, 54574, 63577, 84479, 88193, 99111]"
445420,[46076]
400652,[]
534933,"[42439, 52312, 108450]"
87582,"[11287, 21100, 30505, 84396, 85280]"
276549,"[35904, 37662, 47868, 66826, 82349, 93682]"
99122,"[79684, 88244]"
45030,"[4545, 10581, 17791, 19373, 19661, 26391, 31335, 34379, 40013, 47716, 50432, 55539, 57366, 61741, 67982, 79467, 96340, 108575]"
643199,"[6774, 44580, 55564, 86544, 102833]"
578246,[88192]
681540,"[3118, 34561, 77644, 106755]"
486108,[83625]
3121,"[26453, 39378, 91170, 101829]"
87364,[74351]
213870,[]
641377,"[41306, 71713]"
39288,"[5793, 11609, 13486, 21885, 84332, 90638]"
522021,"[32350, 35997, 71520]"
230216,"[34040, 78352, 90849]"
243316,"[22267, 29425, 55403, 57001, 87087]"
36236,[78583]
689433,[]
246942,[]
31953,[16165]
667108,"[76182, 82993, 105876]"
293251,"[69822, 85401]"
125882,"[2842, 4742, 25696, 100888, 102007]"
152829,"[33688, 35231, 36764, 51468, 52228, 105754, 106259]"
295647,"[72961, 110802]"
44962,"[90714, 95434]"
121536,[]
627821,"[746, 4127, 5736, 20251, 27841, 39290, 45306, 53921, 61138, 63208, 75079, 95566, 99233]"
685646,[]
492492,"[30001, 35892]"
68045,"[24171, 80512]"
53555,"[37224, 87696]"
225744,"[17969, 29910, 41063, 43190, 68566]"
39587,"[2915, 19667]"
163429,"[26738, 42867]"
291281,[90102]
376617,"[27153, 60545, 77708, 107680, 111233]"
45029,[2950]
282179,"[20192, 39375]"
657406,"[38533, 48963, 53924]"
225691,"[19429, 32623, 56085, 71729, 103207]"
346276,"[8656, 58549]"
318808,"[21081, 97948]"
119653,[11964]
273824,[]
222104,"[9264, 53951, 100628]"
458465,"[27932, 34615, 55408, 56895, 88144, 88264, 91377, 96137]"
656905,"[42368, 53603, 57750, 68511]"
164527,[]
383030,[16716]
106048,[109635]
102292,[65933]
111331,"[49125, 64922]"
470813,"[102224, 109124]"
44400,"[76348, 87360, 92305, 100843]"
349188,[48258]
215258,"[6960, 30389, 98992]"
271272,[]
290861,[]
294188,"[72520, 85474]"
72031,"[62287, 63253, 97254]"
683998,"[3989, 11796, 56946, 61664, 65019, 92909]"
357406,[]
676747,"[56310, 61114, 64137]"
673544,[7406]
27939,[]
647127,[]
407505,"[9957, 17362, 24695, 41355]"
665326,[6281]
406771,"[26352, 46016, 63667, 79598, 110262]"
422614,[]
141789,"[23085, 39651]"
145312,"[44216, 110842]"
223023,"[9333, 55426, 59115]"
482912,"[6587, 11522, 32071, 32610, 35985, 43103, 82708]"
655753,"[92345, 97220]"
147650,[]
521653,"[9162, 12305, 13558, 25369, 37867, 58476, 61876, 80720, 84691, 109814]"
421203,"[22059, 30653, 45570, 56505, 100318]"
316218,[44646]
686980,"[8110, 72955]"
372507,[8769]
693215,[41911]
531154,[]
502490,"[8178, 40256, 62614, 74700]"
318164,"[2107, 2140, 4446, 4704, 8034, 10922, 19497, 33329, 34185, 45815, 49133, 50804, 60682, 69583, 76680, 83096, 90108, 95002, 105906]"
154256,"[10327, 10654]"
693030,[]
136289,"[5549, 12220, 83270]"
249957,"[31584, 86393]"
337795,[]
65733,"[20327, 70417, 75924]"
318302,[]
535792,"[22029, 37698, 55735, 85455]"
45661,"[66870, 99362, 101798]"
648164,"[3558, 4168, 7378, 10501, 16940, 67119, 74223, 105911, 108524]"
645250,"[18337, 80035]"
175335,[61079]
438500,"[24306, 41494, 81326, 88169]"
521686,"[3995, 23247, 44322, 56593, 59885, 72118, 81702, 82368, 83504]"
39456,"[29384, 68205, 72031]"
154553,"[2232, 10167, 13506, 90344]"
661719,"[3088, 69556, 82793, 89506, 93154]"
5369,[]
683107,"[31167, 84642]"
483348,"[15104, 33164, 83060]"
378911,[57221]
56467,[]
276784,[]
72955,"[4454, 6107]"
426221,[]
145557,[108140]
548653,"[25187, 84662, 111288]"
294225,[72127]
95472,"[3103, 11640, 12174, 68974, 77285, 89197, 107061]"
479767,[]
465081,"[5234, 12157, 26849, 50930, 52526, 55806, 78748]"
103234,[376]
406613,"[12313, 21748, 70711, 109757]"
402629,[]
267353,[]
646863,[72105]
627233,"[41706, 41712]"
509920,[]
224832,[]
534725,"[72683, 103764]"
500561,"[41404, 52098, 68707, 85312, 88086, 101344]"
339929,[]
648455,[]
508503,"[19355, 91147]"
513336,"[3816, 7276, 16316, 27666, 43721, 77085]"
667825,[]
427536,"[3011, 6558, 32352, 43926, 53441, 60718, 73553, 87273, 102851]"
524128,"[5925, 38414, 108503]"
668883,"[13732, 30630, 39246, 62435, 67500, 86288, 86862, 90562, 90994, 92613, 105180]"
235688,"[32094, 58396, 82925]"
665601,[]
71831,"[10143, 73606, 97449, 111103]"
162820,[]
420453,"[68984, 88416, 109278]"
571756,[31922]
27495,[]
445923,"[14367, 92656]"
8630,"[4695, 9105, 41984]"
666280,[]
676507,"[46034, 64929, 67424, 73994]"
425904,"[4353, 51686, 81114]"
485088,"[9935, 18546]"
400518,"[15912, 61634]"
131475,"[10436, 14019, 19193, 25047, 35474, 45755, 51830, 60225, 77628]"
197342,[]
383204,"[41259, 65744, 70522]"
645072,"[5934, 36433, 54671, 109315, 109947]"
674258,[19658]
448719,"[24840, 46090, 66612, 70381, 110069]"
681382,"[1701, 38957, 95948]"
549494,"[9088, 30162]"
532241,[]
122134,"[12389, 37859, 88591, 107332]"
25839,[]
510528,[]
643115,[68481]
517930,[10454]
646754,[50031]
477959,"[23142, 33960, 62661]"
294107,[]
410262,[86268]
399068,[]
645646,[]
497010,[]
145611,"[29088, 43174, 50808]"
188065,[]
417805,"[1202, 36849, 40493, 60734, 70683, 76375, 96037, 111170, 111286]"
143132,"[13890, 65654, 70622, 101558]"
325023,"[637, 2820, 8518, 11327, 11390, 17930, 23653, 41231, 41429, 44895, 48408, 55189, 69340, 71062, 72267, 84269, 88875, 89345, 89934, 90003, 94029, 95991, 101309, 102026]"
648594,[105133]
87650,[67804]
693188,"[4038, 75935]"
491441,"[12400, 60917]"
550107,[69007]
667045,"[23861, 38854, 92370, 96767]"
206562,[29750]
542216,[]
667926,[]
84800,"[21410, 54358, 98917, 104299]"
443033,"[6981, 14532, 20987, 90077, 91832]"
626976,"[2391, 2618, 13076, 47331, 99970]"
573988,"[15001, 26253, 30998, 73611]"
682989,[]
266556,"[15071, 19227, 24034, 42797, 57145, 60470, 77620, 83748, 105349, 107530]"
402012,[75089]
409573,[44185]
556426,"[49755, 52265, 55176]"
411063,[80830]
17815,[]
557295,"[10282, 56841, 77270]"
484961,[]
474385,"[12553, 37835, 38496, 68830, 71128, 80544, 82129, 90992, 97097, 103326]"
406678,"[12047, 20427, 71099, 92140, 95796, 103393]"
54962,"[5867, 27281, 65403, 78292, 86960]"
332214,[]
483099,"[11487, 13971, 18330, 19223, 30816, 37664, 58074, 72728, 83530, 92228, 94229, 95146, 98588, 101893, 103659, 108740]"
212463,[72693]
420729,"[34433, 93804]"
393332,[]
145820,"[16563, 17378]"
400516,[]
671250,"[3315, 40867]"
121629,[]
25299,"[54463, 73851]"
442476,"[4636, 6775, 64759, 98191, 104556]"
346834,"[1680, 6179, 11167, 32279, 35037, 41544, 42481, 43360, 48114, 50827, 58481, 64707, 70834, 71739, 74413, 78195, 87026, 95079, 110201]"
81332,"[20030, 56363, 58886]"
220562,[91740]
648013,"[17971, 18837, 41257, 48300, 83597, 108483]"
137767,[]
351322,"[56729, 71742, 78576]"
87223,[25941]
535426,[]
353195,[39692]
291278,[29583]
646839,"[2536, 15807, 18660, 73595, 82310, 88392]"
210909,"[2283, 27168, 53545, 64638, 83052, 107576]"
491545,"[29004, 56227]"
363711,[]
157806,[]
161918,[6680]
693040,"[6836, 22228, 32260, 100162]"
39005,[74788]
211887,[92967]
116723,[]
436437,[]
251410,[]
290581,"[21661, 60672, 85806]"
338126,[]
484395,"[33525, 90982]"
332134,"[105461, 107658]"
690465,[46734]
671989,"[32964, 41316, 60424, 90625]"
80608,[9813]
25301,[89539]
80308,[]
431601,[101853]
533657,"[14812, 46460]"
352175,"[26378, 79238]"
553143,"[8908, 29770]"
337845,[]
293560,[83300]
572737,"[22122, 108655]"
297586,"[4889, 62234]"
114590,[64894]
372011,[]
425717,"[11211, 68402, 73687, 83250, 102634, 107963]"
164834,"[12706, 24762, 43307, 48083, 66752, 99028, 108924]"
52460,"[37883, 46851]"
54104,[]
528895,[10152]
359787,"[10718, 71832, 80993, 92488, 94013, 107085]"
402326,[]
12496,[]
165017,"[7337, 8917, 20988, 64682]"
318703,[90607]
318148,"[35114, 79134]"
645688,[]
86055,"[98853, 106865]"
555721,"[22173, 38524, 82304, 107676]"
439120,[79822]
623322,"[20535, 20891, 52455, 63887, 93767]"
444766,"[8055, 10923, 56246, 57542, 74220, 80963]"
146361,[]
443670,[29751]
665035,[12871]
174826,[31524]
421617,"[22970, 23431, 37927, 55991, 69642, 88140, 100412]"
414879,"[69910, 85415]"
311168,"[15917, 77957, 107521]"
210777,"[8430, 80931]"
668896,[21995]
520686,[34909]
162025,"[68447, 74518, 75098]"
373686,[]
266557,"[45115, 105855]"
361056,"[730, 1379, 24505, 58355, 62151, 90546, 95719, 96612]"
352497,[85463]
370510,[75945]
222569,"[21639, 34250, 43274, 49657, 74843, 79360, 81522, 93129]"
87998,[96808]
271179,[]
682504,[106911]
403891,[18400]
131848,[]
350917,[]
300320,[61745]
88364,[38603]
212852,[]
84664,[98546]
352172,[]
102893,"[5845, 62662, 68941]"
524791,"[17915, 85636]"
567728,[42550]
352179,[109752]
2849,"[29942, 103390]"
266859,[74579]
482739,[]
41168,[24803]
73400,"[27659, 106771]"
207108,"[4718, 49202, 62284, 109708]"
546053,"[20775, 56546, 63310, 76224, 98075]"
77885,"[2160, 13301, 47215]"
330923,"[6001, 12453, 59489, 69562, 74014, 86405]"
563305,"[1963, 68864]"
670673,"[2353, 46792]"
662762,[60328]
445018,"[20727, 44755]"
668997,[106517]
36331,"[37492, 66250]"
500464,"[18727, 24313, 65264, 88204]"
397553,[]
510463,"[25879, 26886, 103583]"
443478,[40666]
652085,"[38172, 53618, 92009]"
234770,[110119]
31223,"[18862, 25209, 67616, 77946, 93529]"
521534,"[7093, 57355, 69831, 70548, 97785, 106069]"
482568,[56267]
240081,[90272]
645678,[37592]
421045,"[11103, 40872, 58108]"
342346,[30525]
